Class,Common name,Adult weight (g),Maximum longevity (yrs),weight_outlier,longevity_outlier,weight_upper_threshold_g,longevity_upper_threshold_yrs
Mammalia,West Caucasian tur,70000.0,19.3,True,False,33590.625,50.825
Mammalia,Markhor,41000.0,19.1,True,False,33590.625,50.825
Mammalia,Serow,95000.0,18.5,True,False,33590.625,50.825
Mammalia,Visayan spotted deer,46475.0,18.5,True,False,33590.625,50.825
Mammalia,Bawean deer,55000.0,17.8,True,False,33590.625,50.825
Mammalia,Chamois,37500.0,17.6,True,False,33590.625,50.825
Mammalia,Nilgiri tahr,75000.0,17.3,True,False,33590.625,50.825
Mammalia,Gerenuk,43500.0,17.3,True,False,33590.625,50.825
Mammalia,Calamian deer,40500.0,17.2,True,False,33590.625,50.825
Mammalia,Pygmy sperm whale,424600.0,17.0,True,False,33590.625,50.825
Mammalia,Javan pig,76000.0,17.0,True,False,33590.625,50.825
Mammalia,Pronghorn,46100.0,17.0,True,False,33590.625,50.825
Mammalia,Argali,160000.0,16.8,True,False,33590.625,50.825
Mammalia,Southern reedbuck,58000.0,16.8,True,False,33590.625,50.825
Mammalia,Goitered gazelle,48500.0,16.3,True,False,33590.625,50.825
Mammalia,Bearded pig,102750.0,16.2,True,False,33590.625,50.825
Mammalia,Soemmerring's gazelle,48500.0,15.5,True,False,33590.625,50.825
Mammalia,Bushbuck,60000.0,15.3,True,False,33590.625,50.825
Mammalia,Capybara,55000.0,15.1,True,False,33590.625,50.825
Mammalia,Rhim gazelle,48500.0,14.6,True,False,33590.625,50.825
Reptilia,Aldabra tortoise,117200.0,152.0,True,True,8487.25,48.5875
Reptilia,Eastern box turtle,372.0,138.0,False,True,8487.25,48.5875
Reptilia,Mediterranean spur-thighed tortoise,1430.0,127.0,False,True,8487.25,48.5875
Reptilia,Tuatara,430.0,90.0,False,True,8487.25,48.5875
Reptilia,Loggerhead sea turtle,156500.0,77.0,True,True,8487.25,48.5875
Reptilia,American alligator,150000.0,77.0,True,True,8487.25,48.5875
Reptilia,Blanding's turtle,1162.0,77.0,False,True,8487.25,48.5875
Reptilia,Green sea turtle,160000.0,75.0,True,True,8487.25,48.5875
Reptilia,Alligator snapping turtle,58500.0,70.3,True,True,8487.25,48.5875
Reptilia,West African dwarf crocodile,40000.0,70.0,True,True,8487.25,48.5875
Reptilia,Chinese alligator,14600.0,65.0,True,True,8487.25,48.5875
Reptilia,Desert tortoise,2784.0,62.8,False,True,8487.25,48.5875
Reptilia,Komodo dragon,87000.0,62.0,True,True,8487.25,48.5875
Reptilia,Painted turtle,371.8,61.0,False,True,8487.25,48.5875
Reptilia,Wood turtle,968.2,60.0,False,True,8487.25,48.5875
Reptilia,Gharial,153000.0,59.0,True,True,8487.25,48.5875
Reptilia,Broad-snouted caiman,14600.0,58.0,True,True,8487.25,48.5875
Reptilia,Saltwater crocodile,200000.0,57.0,True,True,8487.25,48.5875
Reptilia,African slender-snouted crocodile,50500.0,56.1,True,True,8487.25,48.5875
Reptilia,Nile crocodile,94200.0,56.0,True,True,8487.25,48.5875
Reptilia,Stinkpot,137.9,54.8,False,True,8487.25,48.5875
Reptilia,African spurred tortoise,43000.0,54.3,True,True,8487.25,48.5875
Reptilia,"European glass lizard, or Armored glass lizard",450.0,54.0,False,True,8487.25,48.5875
Reptilia,Slow worm,11.655,54.0,False,True,8487.25,48.5875
Reptilia,New Guinea crocodile,39900.0,51.0,True,True,8487.25,48.5875
Reptilia,Spotted turtle,165.4,51.0,False,True,8487.25,48.5875
Reptilia,African softshell turtle,10818.0,50.6,True,True,8487.25,48.5875
Reptilia,Striped mud turtle,143.0,49.6,False,True,8487.25,48.5875
Reptilia,Siamese crocodile,42500.0,49.0,True,True,8487.25,48.5875
Reptilia,Cuban crocodile,57500.0,48.0,True,False,8487.25,48.5875
Reptilia,Ball python,8858.0,47.5,True,False,8487.25,48.5875
Reptilia,American crocodile,76700.0,47.0,True,False,8487.25,48.5875
Reptilia,Common snapping turtle,10250.0,47.0,True,False,8487.25,48.5875
Reptilia,"Mugger, or Marsh crocodile",42700.0,44.0,True,False,8487.25,48.5875
Reptilia,Orinoco crocodile,107900.0,41.0,True,False,8487.25,48.5875
Reptilia,Black caiman,82000.0,40.0,True,False,8487.25,48.5875
Reptilia,Spectacled caiman,10900.0,40.0,True,False,8487.25,48.5875
Reptilia,Pignose turtle,16275.0,38.4,True,False,8487.25,48.5875
Reptilia,Indian python,12370.0,34.2,True,False,8487.25,48.5875
Reptilia,Radiated tortoise,10217.0,32.8,True,False,8487.25,48.5875
Reptilia,Green anaconda,97500.0,31.8,True,False,8487.25,48.5875
Reptilia,Atlantic ridley,40500.0,30.2,True,False,8487.25,48.5875
Reptilia,Leatherback sea turtle,420000.0,30.0,True,False,8487.25,48.5875
Reptilia,Leopard tortoise,20000.0,30.0,True,False,8487.25,48.5875
Reptilia,Reticulated python,32000.0,29.4,True,False,8487.25,48.5875
Reptilia,African rock python,73000.0,27.3,True,False,8487.25,48.5875
Reptilia,Brown water python,10592.0,26.8,True,False,8487.25,48.5875
Reptilia,Black mamba,30758.0,26.2,True,False,8487.25,48.5875
Reptilia,Florida softshell turtle,23463.0,26.2,True,False,8487.25,48.5875
Reptilia,Morelet's crocodile,38500.0,25.4,True,False,8487.25,48.5875
Reptilia,South American river turtle,25800.0,25.3,True,False,8487.25,48.5875
Reptilia,False gharial,119000.0,24.7,True,False,8487.25,48.5875
Reptilia,Blackneck spitting cobra,8787.0,23.2,True,False,8487.25,48.5875
Reptilia,Rhinoceros iguana,16578.1,22.9,True,False,8487.25,48.5875
Reptilia,"Northern river terrapin, or Indian batagur terrapin",17900.0,21.7,True,False,8487.25,48.5875
Reptilia,Red spitting cobra,8787.0,20.2,True,False,8487.25,48.5875
Reptilia,"Asian brown tortoise, or East Indian upland tortoise",26000.0,19.9,True,False,8487.25,48.5875
Reptilia,Carpet python,15926.0,19.6,True,False,8487.25,48.5875
Reptilia,Mozambique spitting cobra,8787.0,16.7,True,False,8487.25,48.5875
Reptilia,Jameson's mamba,19310.0,13.1,True,False,8487.25,48.5875
Reptilia,Bosc's monitor and Savannah monitor,35500.0,12.7,True,False,8487.25,48.5875
Reptilia,Central american river turtle,12500.0,11.3,True,False,8487.25,48.5875
Reptilia,Javan wart snake,9561.0,5.8,True,False,8487.25,48.5875
Teleostei,Rougheye rockfish,495.0,205.0,False,True,22673.21875,57.5
Teleostei,Shortraker rockfish,8910.0,157.0,False,True,22673.21875,57.5
Teleostei,Orange roughy,3850.0,149.0,False,True,22673.21875,57.5
Teleostei,Warty oreo,1100.0,140.0,False,True,22673.21875,57.5
Teleostei,Rasphead rockfish,9790.0,118.0,False,True,22673.21875,57.5
Teleostei,Tiger rockfish,1221.0,116.0,False,True,22673.21875,57.5
Teleostei,Shortspine thornyhead,1270.5,115.0,False,True,22673.21875,57.5
Teleostei,Sablefish,31350.0,114.0,True,True,22673.21875,57.5
Teleostei,Bigmouth buffalo,17545.0,112.0,False,True,22673.21875,57.5
Teleostei,Redbanded rockfish,2442.0,106.0,False,True,22673.21875,57.5
Teleostei,Smooth oreo,2750.0,100.0,False,True,22673.21875,57.5
Teleostei,Spiky oreo,1100.0,100.0,False,True,22673.21875,57.5
Teleostei,Black oreo,825.0,100.0,False,True,22673.21875,57.5
Teleostei,Pacific ocean perch,770.0,100.0,False,True,22673.21875,57.5
Teleostei,Atlantic halibut,176000.0,90.0,True,True,22673.21875,57.5
Teleostei,Quillback rockfish,1804.0,90.0,False,True,22673.21875,57.5
Teleostei,European eel,3629.45,88.0,False,True,22673.21875,57.5
Teleostei,Canary rockfish,2491.5,84.0,False,True,22673.21875,57.5
Teleostei,Splitnose rockfish,445.5,84.0,False,True,22673.21875,57.5
Teleostei,Silvergray rockfish,2590.5,82.0,False,True,22673.21875,57.5
Teleostei,China rockfish,918.5,79.0,False,True,22673.21875,57.5
Teleostei,Giant sea bass,140580.0,75.0,True,True,22673.21875,57.5
Teleostei,Dusky rockfish,995.5,67.0,False,True,22673.21875,57.5
Teleostei,Yellowtail rockfish,1380.5,64.0,False,True,22673.21875,57.5
Teleostei,Sheatfish,168300.0,60.0,True,True,22673.21875,57.5
Teleostei,Hapuka,55000.0,60.0,True,True,22673.21875,57.5
Teleostei,New Zealand longfin eel,13000.0,60.0,False,True,22673.21875,57.5
Teleostei,Painted comber,8250.0,60.0,False,True,22673.21875,57.5
Teleostei,Tarpon,88550.0,55.0,True,False,22673.21875,57.5
Teleostei,Dusky grouper,33000.0,50.0,True,False,22673.21875,57.5
Teleostei,Red drum,24750.0,50.0,True,False,22673.21875,57.5
Teleostei,Murray cod,62000.0,48.0,True,False,22673.21875,57.5
Teleostei,Black drum,28215.0,43.0,True,False,22673.21875,57.5
Teleostei,Pacific halibut,199650.0,42.0,True,False,22673.21875,57.5
Teleostei,Antarctic toothfish,44000.0,31.0,True,False,22673.21875,57.5
Teleostei,Southern meagre,41250.0,30.0,True,False,22673.21875,57.5
Teleostei,Striped bass,31350.0,30.0,True,False,22673.21875,57.5
Teleostei,"Atlantic blue marlin, or Black spearfish",93500.0,28.0,True,False,22673.21875,57.5
Teleostei,Atlantic cod,52800.0,25.0,True,False,22673.21875,57.5
Teleostei,Anglerfish,31735.0,24.0,True,False,22673.21875,57.5
Teleostei,Blue catfish,37450.0,21.0,True,False,22673.21875,57.5
Teleostei,Silver orfe,24750.0,21.0,True,False,22673.21875,57.5
Teleostei,Southern bluefin tuna,143000.0,20.0,True,False,22673.21875,57.5
Teleostei,Lingcod,32505.0,20.0,True,False,22673.21875,57.5
Teleostei,Flathead catfish,30717.5,20.0,True,False,22673.21875,57.5
Teleostei,King threadfin,24750.0,20.0,True,False,22673.21875,57.5
Teleostei,Taimen,38500.0,16.0,True,False,22673.21875,57.5
Teleostei,Horse mackerel,376200.0,15.0,True,False,22673.21875,57.5
Teleostei,Cobia,37400.0,15.0,True,False,22673.21875,57.5
Teleostei,Antarctic butterfish,33000.0,15.0,True,False,22673.21875,57.5
Teleostei,Danube salmon,28600.0,15.0,True,False,22673.21875,57.5
Teleostei,King mackerel,24750.0,14.0,True,False,22673.21875,57.5
Teleostei,Great barracuda,24000.0,14.0,True,False,22673.21875,57.5
Teleostei,Atlantic sailfish,55110.0,13.0,True,False,22673.21875,57.5
Teleostei,Albacore,33165.0,13.0,True,False,22673.21875,57.5
Teleostei,Atlantic salmon,25740.0,13.0,True,False,22673.21875,57.5
Teleostei,Bigeye tuna,115500.0,11.0,True,False,22673.21875,57.5
Teleostei,Rohu,24750.0,10.0,True,False,22673.21875,57.5
Teleostei,Chinook salmon,33770.0,9.0,True,False,22673.21875,57.5
Teleostei,Snook,110000.0,7.8,True,False,22673.21875,57.5
