Kingdom,Class,Common name,Adult weight (g),Maximum longevity (yrs)
Animalia,Aves,Scarlet ibis,615.0,33.2
Animalia,Aves,Northern bald ibis,1202.0,32.9
Animalia,Aves,Crested ibis,1900.0,25.8
Animalia,Aves,Whispering ibis,559.0,20.0
Animalia,Aves,Roseate spoonbill,1036.97,28.0
Animalia,Aves,African spoonbill,1521.0,17.9
Animalia,Aves,Yellow-billed spoonbill,1747.5,28.6
Animalia,Aves,Eurasian spoonbill,1868.0,30.1
Animalia,Aves,Black-faced spoonbill,1228.0,15.0
Animalia,Aves,Royal spoonbill,1795.25,36.2
Animalia,Aves,White-faced ibis,487.5,20.4
Animalia,Aves,Glossy ibis,431.2,26.8
Animalia,Aves,Puna ibis,584.0,18.0
Animalia,Aves,Buff-necked ibis,1726.0,22.0
Animalia,Aves,Black-faced ibis,1200.0,34.5
Animalia,Aves,Sacred ibis,1530.0,37.0
Animalia,Aves,Black-headed ibis,1530.0,28.2
Animalia,Aves,"Australian white ibis, or Australian ibis",1806.0,33.2
Animalia,Aves,Straw-necked ibis,1351.5,39.4
Animalia,Aves,Red-billed tropicbird,750.0,17.6
Animalia,Aves,Red-tailed tropicbird,593.2,32.7
Animalia,Aves,Lesser flamingo,1500.0,41.0
Animalia,Aves,Chilean flamingo,2277.0,36.7
Animalia,Aves,Greater flamingo,2500.0,58.8
Animalia,Aves,Northern flicker,120.0,12.5
Animalia,Aves,White-backed woodpecker,117.0,15.9
Animalia,Aves,Great spotted woodpecker,75.1,12.7
Animalia,Aves,Middle spotted woodpecker,59.0,9.3
Animalia,Aves,Lesser spotted woodpecker,19.8,9.8
Animalia,Aves,Syrian woodpecker,76.8,10.9
Animalia,Aves,Black woodpecker,321.0,14.0
Animalia,Aves,Pileated woodpecker,364.0,13.0
Animalia,Aves,Eurasian wryneck,35.0,10.0
Animalia,Aves,Red-bellied woodpecker,72.5,20.7
Animalia,Aves,Red-headed woodpecker,75.0,10.0
Animalia,Aves,Acorn woodpecker,79.7,17.2
Animalia,Aves,Gila woodpecker,65.0,11.0
Animalia,Aves,Red-cockaded woodpecker,56.0,16.1
Animalia,Aves,Nuttall's woodpecker,37.4,7.8
Animalia,Aves,Downy woodpecker,25.6,11.9
Animalia,Aves,"Eurasian three-toed woodpecker, or Three-toed woodpecker",65.7,11.2
Animalia,Aves,Hairy woodpecker,62.0,15.9
Animalia,Aves,Eurasian green woodpecker,176.0,15.2
Animalia,Aves,Red-naped sapsucker,48.5,4.9
Animalia,Aves,Red-breasted sapsucker,55.0,4.8
Animalia,Aves,Yellow-bellied sapsucker,45.0,7.8
Animalia,Aves,Toco toucan,540.0,16.2
Animalia,Aves,Western grebe,1475.5,14.0
Animalia,Aves,Great crested grebe,738.7,19.2
Animalia,Aves,Red-necked grebe,1100.0,11.0
Animalia,Aves,Eared grebe,392.0,13.1
Animalia,Aves,Little grebe,174.0,17.5
Animalia,Aves,Antipodean albatross,7790.0,30.3
Animalia,Aves,Royal albatross,9000.0,58.0
Animalia,Aves,Wandering albatross,7046.7,50.0
Animalia,Aves,Laysan albatross,3150.0,70.0
Animalia,Aves,Waved albatross,3395.0,40.0
Animalia,Aves,Black-footed albatross,2800.0,42.1
Animalia,Aves,Light-mantled albatross,2825.0,28.1
Animalia,Aves,Indian yellow-nosed albatross,2115.0,27.7
Animalia,Aves,Shy albatross,4012.5,30.9
Animalia,Aves,Yellow-nosed albatross,3890.0,37.0
Animalia,Aves,Grey-headed albatross,3753.0,47.2
Animalia,Aves,Campbell albatross,3440.0,34.2
Animalia,Aves,Black-browed albatross,3232.0,43.7
Animalia,Aves,European storm petrel,25.2,33.8
Animalia,Aves,Harcourt's storm petrel,42.0,36.0
Animalia,Aves,Fork-tailed storm petrel,45.2,18.0
Animalia,Aves,Ashy storm-petrel,36.9,31.0
Animalia,Aves,Leach's storm petrel,44.6,36.0
Animalia,Aves,White-faced storm-petrel,47.2,19.8
Animalia,Aves,Bulwer's petrel,99.0,22.9
Animalia,Aves,Cory's shearwater,535.0,24.8
Animalia,Aves,Cape petrel,408.6,28.5
Animalia,Aves,Northern fulmar,908.0,51.0
Animalia,Aves,Southern fulmar,795.0,45.0
Animalia,Aves,Southern giant petrel,3697.5,47.0
Animalia,Aves,Northern giant petrel,4313.0,35.4
Animalia,Aves,Fairy prion,138.05,16.5
Animalia,Aves,Snow petrel,268.0,46.0
Animalia,Aves,Black petrel,702.5,17.0
Animalia,Aves,Phoenix petrel,259.0,11.3
Animalia,Aves,Trindade petrel,383.75,21.8
Animalia,Aves,"Bonin petrel, or Bonin Island petrel",168.6,30.8
Animalia,Aves,Gould's petrel,147.5,32.7
Animalia,Aves,Great-winged petrel,578.5,14.9
Animalia,Aves,Hawaiian petrel,434.0,13.1
Animalia,Aves,Providence petrel,471.0,16.6
Animalia,Aves,Flesh-footed shearwater,690.0,30.2
Animalia,Aves,Sooty shearwater,740.0,34.0
Animalia,Aves,Wedge-tailed shearwater,337.8,29.0
Animalia,Aves,Manx shearwater,434.0,50.9
Animalia,Aves,Short-tailed shearwater,499.4,39.9
Animalia,Aves,Antarctic petrel,687.5,15.0
Animalia,Aves,Fischer's lovebird,48.3,12.6
Animalia,Aves,Nyasa loverbird,37.3,19.2
Animalia,Aves,Red-headed lovebird,43.0,18.0
Animalia,Aves,Black-winged lovebird,57.5,14.6
Animalia,Aves,Australian king parrot,232.5,26.6
Animalia,Aves,Blue-fronted amazon,451.0,49.0
Animalia,Aves,White-fronted parrot,215.0,25.3
Animalia,Aves,Orange-winged amazon,370.0,30.0
Animalia,Aves,Yellow-naped parrot,432.16,49.0
Animalia,Aves,Red-lored parrot,416.0,27.0
Animalia,Aves,Festive amazon,430.0,24.5
Animalia,Aves,Lilac-crowned parrot,302.0,25.8
Animalia,Aves,St. Vincent parrot,646.0,28.0
Animalia,Aves,Yellow-crowned parrot,430.0,56.0
Animalia,Aves,Red-browed parrot,511.5,44.0
Animalia,Aves,Hyacinth macaw,1330.0,38.8
Animalia,Aves,Lear's macaw,940.0,38.3
Animalia,Aves,Red-winged parrot,136.0,24.4
Animalia,Aves,Great green macaw,1300.0,29.0
Animalia,Aves,Blue-and-yellow macaw,1030.0,43.0
Animalia,Aves,Red-and-green macaw,1220.0,50.1
Animalia,Aves,Blue-throated macaw,784.0,22.0
Animalia,Aves,Scarlet macaw,1040.0,33.0
Animalia,Aves,Military macaw,1134.0,46.0
Animalia,Aves,Red-fronted macaw,470.0,23.0
Animalia,Aves,Chestnut-fronted macaw,343.0,28.5
Animalia,Aves,Blue-crowned parakeet,171.0,31.0
Animalia,Aves,Golden-capped parakeet,130.0,20.9
Animalia,Aves,Orange-fronted parakeet,85.0,16.2
Animalia,Aves,Red-masked parakeet,151.0,26.2
Animalia,Aves,Green parakeet,138.0,21.8
Animalia,Aves,Port Lincoln ringneck,150.0,17.9
Animalia,Aves,Andean parakeet,43.1,9.2
Animalia,Aves,Yellow-chevroned parakeet,61.6,19.0
Animalia,Aves,Grey-cheeked parakeet,64.0,11.3
Animalia,Aves,Tui parakeet,59.0,13.2
Animalia,Aves,Plain parakeet,63.0,11.0
Animalia,Aves,Canary-winged parakeet,71.6,10.3
Animalia,Aves,White cockatoo,570.0,26.9
Animalia,Aves,Ducorps's cockatoo,394.0,30.5
Animalia,Aves,Sulphur-crested cockatoo,800.0,57.0
Animalia,Aves,Tanimbar cockatoo,275.0,26.0
Animalia,Aves,Philippine cockatoo,288.0,17.3
Animalia,Aves,Pink cockatoo,390.0,83.0
Animalia,Aves,Salmon-crested cockatoo,830.0,65.8
Animalia,Aves,Blue-eyed cockatoo,492.0,31.9
Animalia,Aves,Western corella,637.0,26.3
Animalia,Aves,Little corella,350.0,46.9
Animalia,Aves,Yellow-crested cockatoo,340.0,49.7
Animalia,Aves,Long-billed corella,567.0,43.0
Animalia,Aves,Gang-gang cockatoo,256.0,27.5
Animalia,Aves,Banksian cockatoo,723.7,45.4
Animalia,Aves,Long-billed black cockatoo,620.0,47.0
Animalia,Aves,Yellow-tailed black cockatoo,678.5,41.0
Animalia,Aves,Short-billed black cockatoo,622.925,34.4
Animalia,Aves,Black lory,260.0,17.5
Animalia,Aves,Yellow-streaked lory,190.0,19.7
Animalia,Aves,Papuan lorikeet,83.0,11.3
Animalia,Aves,Carolina parakeet,100.0,30.0
Animalia,Aves,Black parrot,193.5,34.1
Animalia,Aves,Vasa parrot,525.0,53.9
Animalia,Aves,Patagonian conure,278.0,19.5
Animalia,Aves,Spix's macaw,200.0,27.0
Animalia,Aves,Yellow-fronted parakeet,46.0,9.3
Animalia,Aves,Red-fronted parakeet,92.6,12.4
Animalia,Aves,Red-fan parrot,246.0,21.8
Animalia,Aves,Red-shouldered macaw,151.0,22.9
Animalia,Aves,Eclectus parrot,440.0,28.5
Animalia,Aves,Slender-billed parakeet,193.0,15.3
Animalia,Aves,Galah,300.0,40.0
Animalia,Aves,Red lory,156.0,24.7
Animalia,Aves,Black-winged lory,167.0,18.1
Animalia,Aves,Horned parakeet,130.0,19.7
Animalia,Aves,Pacific parrotlet,26.2,10.4
Animalia,Aves,Mexican parrotlet,33.5,10.5
Animalia,Aves,Green-rumped parrotlet,24.0,11.6
Animalia,Aves,Yellow-faced parrotlet,27.05,10.5
Animalia,Aves,Musk lorikeet,70.8,21.3
Animalia,Aves,Purple-crowned lorikeet,44.0,12.0
Animalia,Aves,Short-tailed parrot,159.0,13.2
Animalia,Aves,Golden conure,250.0,23.2
Animalia,Aves,Blue-crowned hanging parrot,28.0,14.3
Animalia,Aves,Colasisi,34.9,10.1
Animalia,Aves,Vernal hanging parrot,35.7,10.1
Animalia,Aves,Purple-naped lory,182.0,26.0
Animalia,Aves,Chattering lory,143.0,26.6
Animalia,Aves,Black-capped lory,177.0,18.5
Animalia,Aves,Budgerigar,30.0,21.0
Animalia,Aves,Monk parakeet,81.7,22.1
Animalia,Aves,Nanday parakeet,128.0,18.7
Animalia,Aves,Blue-winged parrot,46.1,21.0
Animalia,Aves,Turquoise parrot,41.4,21.0
Animalia,Aves,Scarlet-chested parrot,38.6,14.0
Animalia,Aves,Bourke's parrot,45.0,12.6
Animalia,Aves,Kea,867.5,47.0
Animalia,Aves,Bluebonnet,86.2,15.3
Animalia,Aves,Cockatiel,90.0,35.0
Animalia,Aves,Ground parrot,75.7,7.4
Animalia,Aves,White-bellied parrot,155.0,26.0
Animalia,Aves,Black-headed parrot,149.0,22.6
Animalia,Aves,Pileated parrot,119.0,16.8
Animalia,Aves,Scaly-headed parrot,293.0,16.2
Animalia,Aves,Blue-headed parrot,251.0,20.6
Animalia,Aves,Crimson rosella,124.5,26.8
Animalia,Aves,Eastern rosella,104.0,27.4
Animalia,Aves,Western rosella,63.3,13.2
Animalia,Aves,Northern rosella,89.5,19.1
Animalia,Aves,Brown-headed parrot,140.0,32.1
Animalia,Aves,Red-fronted parrot,275.0,21.0
Animalia,Aves,Brown parrot,117.5,34.2
Animalia,Aves,"Cape parrot, or Brown-necked parrot",344.0,29.7
Animalia,Aves,Ruppel's parrot,116.0,34.3
Animalia,Aves,Red-bellied parrot,120.0,33.4
Animalia,Aves,Senegal parrot,155.0,40.0
Animalia,Aves,Alexandra's parrot,104.0,23.9
Animalia,Aves,Regent parrot,170.0,13.8
Animalia,Aves,Superb parrot,153.0,15.1
Animalia,Aves,Blue-winged macaw,256.0,31.0
Animalia,Aves,Palm cockatoo,841.0,56.3
Animalia,Aves,Crimson shining parrot,237.25,20.1
Animalia,Aves,Hooded parrot,55.0,18.0
Animalia,Aves,Red-rumped parrot,61.4,12.2
Animalia,Aves,Mulga parrot,61.5,11.8
Animalia,Aves,Dusky lory,149.0,13.4
Animalia,Aves,Grey-hooded parakeet,30.0,8.5
Animalia,Aves,Red-breasted parakeet,147.0,23.3
Animalia,Aves,Plum-headed parakeet,66.0,18.8
Animalia,Aves,Alexandrine parakeet,255.0,30.0
Animalia,Aves,Rose-ringed parakeet,128.0,34.0
Animalia,Aves,Large fig parrot,117.0,14.9
Animalia,Aves,Edward's fig parrot,118.0,12.0
Animalia,Aves,Salvadori's fig parrot,118.0,12.0
Animalia,Aves,Grey parrot,333.0,49.7
Animalia,Aves,Pesquet's parrot,865.0,25.0
Animalia,Aves,Red-capped parrot,116.0,15.3
Animalia,Aves,White-eared conure,56.7,18.5
Animalia,Aves,Crimson-bellied parakeet,87.0,14.3
Animalia,Aves,Thick-billed parrot,360.0,33.0
Animalia,Aves,Kakapo,1750.0,60.0
Animalia,Aves,Great-billed parrot,325.0,23.0
Animalia,Aves,Blue-backed parrot,270.5,14.4
Animalia,Aves,Scaly-breasted lorikeet,87.0,33.8
Animalia,Aves,Olive-headed lorikeet,73.7,16.0
Animalia,Aves,Rainbow lorikeet,115.1,20.6
Animalia,Aves,Mindanao lorikeet,55.2,17.8
Animalia,Aves,Blue-bellied parrot,90.0,11.9
Animalia,Aves,Blue lorikeet,29.0,18.4
Animalia,Aves,King penguin,13036.8,27.0
Animalia,Aves,Royal penguin,4500.0,15.8
Animalia,Aves,Little penguin,1105.0,42.2
Animalia,Aves,Gentoo penguin,5950.0,41.0
Animalia,Aves,Jackass penguin,3135.0,27.3
Animalia,Aves,Magellanic penguin,4000.0,30.0
Animalia,Aves,Galapagos penguin,1932.5,17.7
Animalia,Aves,Northern saw-whet owl,117.9,17.5
Animalia,Aves,Boreal owl,120.0,15.9
Animalia,Aves,Short-eared owl,406.0,21.8
Animalia,Aves,Long-eared owl,249.7,27.8
Animalia,Aves,Burrowing owl,150.0,11.0
Animalia,Aves,Little owl,169.0,11.1
Animalia,Aves,Eurasian eagle-owl,2686.0,68.0
Animalia,Aves,Snowy owl,2042.5,28.0
Animalia,Aves,Great horned owl,1191.2,29.0
Animalia,Aves,Eurasian pygmy-owl,65.5,6.0
Animalia,Aves,Eastern screech-owl,164.1,20.7
Animalia,Aves,Western screech-owl,205.0,19.0
Animalia,Aves,Elf owl,41.0,14.0
Animalia,Aves,Morepork,195.0,15.9
Animalia,Aves,Powerful owl,1324.93,6.1
Animalia,Aves,Flammulated owl,55.5,8.1
Animalia,Aves,"Common scops-owl, or Eurasian scops-owl",92.0,6.9
Animalia,Aves,Spectacled owl,770.0,25.0
Animalia,Aves,Tawny owl,520.0,22.4
Animalia,Aves,Great grey owl,1120.0,16.1
Animalia,Aves,Spotted owl,588.7,25.0
Animalia,Aves,Ural owl,784.5,23.8
Animalia,Aves,Barred owl,715.0,34.0
Animalia,Aves,Northern hawk-owl,320.0,16.2
Animalia,Aves,Barn owl,580.0,34.0
Animalia,Aves,Ostrich,111000.0,50.0
Animalia,Aves,Anhinga,1080.0,16.4
Animalia,Aves,Darter,1486.6,16.0
Animalia,Aves,Australasian darter,1518.0,22.3
Animalia,Aves,Christmas Island frigatebird,1550.0,25.6
Animalia,Aves,Lesser frigatebird,806.0,27.6
Animalia,Aves,Magnificent frigatebird,1078.0,34.0
Animalia,Aves,Great frigatebird,1400.0,43.0
Animalia,Aves,Little pied cormorant,750.0,13.1
Animalia,Aves,European shag,1773.0,30.6
Animalia,Aves,Double-crested cormorant,1817.0,22.5
Animalia,Aves,Neotropic cormorant,1550.0,12.6
Animalia,Aves,Great cormorant,3628.8,32.1
Animalia,Aves,Black-faced cormorant,1420.0,41.6
Animalia,Aves,Pelagic cormorant,2041.2,17.8
Animalia,Aves,Brandt's cormorant,2426.0,18.0
Animalia,Aves,Australian pied cormorant,1715.0,46.4
Animalia,Aves,Northern gannet,2950.0,37.4
Animalia,Aves,Australasian gannet,2350.0,33.0
Animalia,Aves,Masked booby,1739.2,25.5
Animalia,Aves,Nazca booby,1754.0,21.0
Animalia,Aves,Brown booby,1134.0,28.5
Animalia,Aves,Blue-footed booby,1530.0,18.0
Animalia,Aves,Red-footed booby,1017.0,23.0
Animalia,Aves,Solitary tinamou,1390.5,15.0
Animalia,Mammalia,Lesser hedgehog tenrec,180.0,19.0
Animalia,Mammalia,Streaked tenrec,180.0,2.7
Animalia,Mammalia,Dobson's shrew tenrec,37.8,5.6
Animalia,Mammalia,Talazac's shrew tenrec,50.0,5.8
Animalia,Mammalia,Greater hedgehog tenrec,225.0,14.1
Animalia,Mammalia,"Tailess tenrec, or Tenrec",900.0,8.7
Animalia,Mammalia,Pronghorn,46100.0,17.0
Animalia,Mammalia,Addax,92500.0,28.0
Animalia,Mammalia,Impala,52500.0,25.6
Animalia,Mammalia,Hartebeest,159000.0,22.5
Animalia,Mammalia,Aoudad,92500.0,21.7
Animalia,Mammalia,Springbok,39000.0,19.8
Animalia,Mammalia,Blackbuck,37500.0,23.9
Animalia,Mammalia,American bison,630000.0,33.5
Animalia,Mammalia,European bison,610000.0,26.4
Animalia,Mammalia,Gaur,825000.0,26.2
Animalia,Mammalia,Yak,667000.0,26.3
Animalia,Mammalia,Banteng,700000.0,27.1
Animalia,Mammalia,Domestic cattle,750000.0,20.0
Animalia,Mammalia,Nilgai,180000.0,21.7
Animalia,Mammalia,Water buffalo,725000.0,34.9
Animalia,Mammalia,Anoa,155000.0,36.1
Animalia,Mammalia,Mountain anoa,150000.0,29.2
Animalia,Mammalia,Takin,180000.0,21.9
Animalia,Mammalia,West Caucasian tur,70000.0,19.3
Animalia,Mammalia,East Caucasian tur,50000.0,20.2
Animalia,Mammalia,Markhor,41000.0,19.1
Animalia,Mammalia,Domestic goat,61000.0,20.8
Animalia,Mammalia,Ibex,82500.0,21.0
Animalia,Mammalia,Nubian ibex,46250.0,22.4
Animalia,Mammalia,Siberian ibex,130000.0,22.3
Animalia,Mammalia,Japanese serow,80000.0,24.0
Animalia,Mammalia,Serow,95000.0,18.5
Animalia,Mammalia,Bay duiker,11600.0,17.5
Animalia,Mammalia,Jentink's duiker,70000.3,21.0
Animalia,Mammalia,Natal duiker,10000.0,15.2
Animalia,Mammalia,Black duiker,18100.0,14.8
Animalia,Mammalia,Black-fronted duiker,13900.0,17.9
Animalia,Mammalia,Red-flanked duiker,13000.0,15.2
Animalia,Mammalia,Yellow-backed duiker,62000.0,22.5
Animalia,Mammalia,Weyns's duiker,10000.0,15.2
Animalia,Mammalia,Black wildebeest,132250.0,21.8
Animalia,Mammalia,Blue wildebeest,164500.0,24.3
Animalia,Mammalia,Topi,110000.0,35.0
Animalia,Mammalia,"Bontebok, or Sassaby, or Blesbok",84500.0,23.0
Animalia,Mammalia,Red-fronted gazelle,15011.0,14.5
Animalia,Mammalia,Thomson's gazelle,25000.0,20.0
Animalia,Mammalia,Cuvier's gazelle,17500.0,17.9
Animalia,Mammalia,Dorcas gazelle,14500.0,23.7
Animalia,Mammalia,Mountain gazelle,23250.0,18.3
Animalia,Mammalia,Rhim gazelle,48500.0,14.6
Animalia,Mammalia,Saudi gazelle,32185.7,21.0
Animalia,Mammalia,Goitered gazelle,48500.0,16.3
Animalia,Mammalia,Nilgiri tahr,75000.0,17.3
Animalia,Mammalia,Himalayan tahr,35200.0,24.0
Animalia,Mammalia,Roan antelope,225000.0,25.9
Animalia,Mammalia,Sable antelope,225000.0,22.2
Animalia,Mammalia,Waterbuck,175333.0,30.0
Animalia,Mammalia,Kob,105000.0,21.9
Animalia,Mammalia,Lechwe,94800.0,27.0
Animalia,Mammalia,Nile lechwe,90000.0,21.1
Animalia,Mammalia,Gerenuk,43500.0,17.3
Animalia,Mammalia,Gunther's dik-dik,4550.0,17.5
Animalia,Mammalia,Kirk's dik-dik,5000.0,17.3
Animalia,Mammalia,Red goral,28863.0,19.0
Animalia,Mammalia,Chinese goral,27000.0,20.3
Animalia,Mammalia,Goral,31750.0,17.6
Animalia,Mammalia,Dama gazelle,73000.0,19.3
Animalia,Mammalia,Grant's gazelle,67000.0,23.0
Animalia,Mammalia,Soemmerring's gazelle,48500.0,15.5
Animalia,Mammalia,Suni,6500.0,13.5
Animalia,Mammalia,Royal antelope,2250.0,11.1
Animalia,Mammalia,Mountain goat,90000.0,20.8
Animalia,Mammalia,Klipspringer,12000.0,25.9
Animalia,Mammalia,Scimitar-horned oryx,177500.0,27.5
Animalia,Mammalia,Gemsbok,170000.0,23.8
Animalia,Mammalia,Arabian oryx,121350.0,20.8
Animalia,Mammalia,Oribi,17000.0,15.9
Animalia,Mammalia,Muskox,315000.0,27.4
Animalia,Mammalia,Argali,160000.0,16.8
Animalia,Mammalia,"Domestic sheep, or Mouflon",80000.0,22.8
Animalia,Mammalia,Bighorn sheep,70275.0,20.6
Animalia,Mammalia,Dall's sheep,73100.0,19.6
Animalia,Mammalia,Maxwell's duiker,7000.0,18.3
Animalia,Mammalia,Blue duiker,6250.0,15.9
Animalia,Mammalia,Mongolian gazelle,30000.0,12.0
Animalia,Mammalia,Bharal,55000.0,20.9
Animalia,Mammalia,Steenbok,13000.0,9.3
Animalia,Mammalia,Southern reedbuck,58000.0,16.8
Animalia,Mammalia,Mountain reedbuck,30000.0,15.0
Animalia,Mammalia,Chamois,37500.0,17.6
Animalia,Mammalia,Bush duiker,18500.0,15.4
Animalia,Mammalia,African buffalo,700000.0,32.8
Animalia,Mammalia,Giant eland,680000.0,20.3
Animalia,Mammalia,Eland,500000.0,26.1
Animalia,Mammalia,Four-horned antelope,19000.0,17.4
Animalia,Mammalia,Nyala,120000.0,23.0
Animalia,Mammalia,Bongo,307500.0,22.0
Animalia,Mammalia,Lesser kudu,82500.0,19.8
Animalia,Mammalia,Bushbuck,60000.0,15.3
Animalia,Mammalia,Sitatunga,87500.0,22.6
Animalia,Mammalia,Greater kudu,217500.0,23.5
Animalia,Mammalia,Bactrian camel,475000.0,35.4
Animalia,Mammalia,Dromedary,434000.0,28.4
Animalia,Mammalia,Llama,140000.0,28.9
Animalia,Mammalia,Guanaco,127500.0,33.7
Animalia,Mammalia,Alpaca,62000.0,25.8
Animalia,Mammalia,Vicugna,50000.0,31.6
Animalia,Mammalia,Chital,36000.0,20.8
Animalia,Mammalia,Calamian deer,40500.0,17.2
Animalia,Mammalia,Bawean deer,55000.0,17.8
Animalia,Mammalia,Hog deer,43000.0,22.9
Animalia,Mammalia,Western roe deer,21666.7,17.5
Animalia,Mammalia,Red deer,200000.0,31.5
Animalia,Mammalia,Sika deer,42000.0,26.3
Animalia,Mammalia,Fallow deer,70000.0,27.0
Animalia,Mammalia,Tufted deer,33500.0,22.7
Animalia,Mammalia,Pere David's deer,186500.0,27.5
Animalia,Mammalia,Chinese water deer,11500.0,13.9
Animalia,Mammalia,Red brocket,33000.0,17.1
Animalia,Mammalia,Gray brocket,17000.0,14.8
Animalia,Mammalia,Indian muntjac,21000.0,18.8
Animalia,Mammalia,Reeves's muntjac,18000.0,23.2
Animalia,Mammalia,Mule deer,57000.0,22.0
Animalia,Mammalia,White-tailed deer,87000.0,23.0
Animalia,Mammalia,Pampas deer,32500.0,21.9
Animalia,Mammalia,Thorold's deer,135000.0,21.3
Animalia,Mammalia,Southern pudu,10000.0,18.3
Animalia,Mammalia,"Caribou, or Reindeer",101250.0,21.8
Animalia,Mammalia,Barasingha,170000.0,24.5
Animalia,Mammalia,Eld's deer,122500.0,20.5
Animalia,Mammalia,Visayan spotted deer,46475.0,18.5
Animalia,Mammalia,Timor deer,63000.0,21.1
Animalia,Mammalia,Sambar,185000.0,26.4
Animalia,Mammalia,Giraffe,800000.0,39.5
Animalia,Mammalia,Okapi,225000.0,33.5
Animalia,Mammalia,Pygmy hippopotamus,215000.0,42.3
Animalia,Mammalia,Hippopotamus,3750000.0,61.2
Animalia,Mammalia,Babirusa,71500.0,22.9
Animalia,Mammalia,Wart hog,100000.0,30.0
Animalia,Mammalia,Red river hog,88000.0,22.0
Animalia,Mammalia,Bearded pig,102750.0,16.2
Animalia,Mammalia,Pygmy hog,8000.0,14.0
Animalia,Mammalia,Wild boar,130000.0,27.0
Animalia,Mammalia,Javan pig,76000.0,17.0
Animalia,Mammalia,Collared peccary,20200.0,31.5
Animalia,Mammalia,White-lipped peccary,22000.0,28.5
Animalia,Mammalia,Indian spotted chevrotain,2450.0,14.5
Animalia,Mammalia,Lesser mouse-deer,2850.0,14.0
Animalia,Mammalia,Greater mouse-deer,6500.0,16.7
Animalia,Mammalia,Red panda,4325.0,19.0
Animalia,Mammalia,Short-eared dog,9500.0,11.9
Animalia,Mammalia,Side-striped jackal,10250.0,13.7
Animalia,Mammalia,Golden jackal,11000.0,18.8
Animalia,Mammalia,Domestic dog,40000.0,27.0
Animalia,Mammalia,Coyote,13250.0,21.8
Animalia,Mammalia,Gray wolf,26625.0,20.6
Animalia,Mammalia,Black-backed jackal,10250.0,16.7
Animalia,Mammalia,Crab-eating fox,6500.0,12.7
Animalia,Mammalia,Maned wolf,21500.0,16.8
Animalia,Mammalia,Dhole,15750.0,16.1
Animalia,Mammalia,Culpeo,13000.0,13.1
Animalia,Mammalia,Argentinian gray fox,3990.0,10.9
Animalia,Mammalia,Pampas fox,8500.0,13.7
Animalia,Mammalia,Sechuran fox,4000.0,9.9
Animalia,Mammalia,Hoary fox,5350.0,12.6
Animalia,Mammalia,African wild dog,26500.0,17.0
Animalia,Mammalia,Raccoon dog,6500.0,16.6
Animalia,Mammalia,Bat-eared fox,4150.0,17.0
Animalia,Mammalia,Bush dog,6000.0,14.1
Animalia,Mammalia,Gray fox,4750.0,16.2
Animalia,Mammalia,Corsac fox,2700.0,13.0
Animalia,Mammalia,Arctic fox,5200.0,16.3
Animalia,Mammalia,Kit fox,2500.0,15.8
Animalia,Mammalia,Pale fox,2800.0,16.0
Animalia,Mammalia,Ruppell's sand fox,3200.0,14.3
Animalia,Mammalia,Swift fox,2400.0,15.9
Animalia,Mammalia,Red fox,4131.7,21.3
Animalia,Mammalia,Fennec,1250.0,16.3
Animalia,Mammalia,Fossa,9500.0,23.1
Animalia,Mammalia,Malagasy civet,1540.0,21.4
Animalia,Mammalia,Ring-tailed mongoose,800.0,26.0
Animalia,Mammalia,Cheetah,53500.0,20.5
Animalia,Mammalia,Caracal,16000.0,20.3
Animalia,Mammalia,Asiatic golden cat,13500.0,23.0
Animalia,Mammalia,Domestic cat,3900.0,30.0
Animalia,Mammalia,Jungle cat,10000.0,20.0
Animalia,Mammalia,Pallas' cat,3500.0,15.9
Animalia,Mammalia,Sand cat,2750.0,13.9
Animalia,Mammalia,Black-footed cat,2125.0,15.6
Animalia,Mammalia,Wild cat,5500.0,19.0
Animalia,Mammalia,Colocolo,2950.0,19.6
Animalia,Mammalia,Geoffroy's cat,4000.0,23.0
Animalia,Mammalia,Ocelot,8800.0,28.2
Animalia,Mammalia,Little spotted cat,2250.0,21.9
Animalia,Mammalia,Margay,3666.7,24.0
Animalia,Mammalia,Serval,13350.0,22.4
Animalia,Mammalia,Canada lynx,10100.0,26.8
Animalia,Mammalia,Eurasian lynx,23000.0,26.0
Animalia,Mammalia,Bobcat,8600.0,32.3
Animalia,Mammalia,Clouded leopard,19500.0,19.8
Animalia,Mammalia,Lion,175000.0,28.0
Animalia,Mammalia,Jaguar,81150.0,28.0
Animalia,Mammalia,Leopard,53750.0,27.3
Animalia,Mammalia,Tiger,119700.0,26.3
Animalia,Mammalia,Leopard cat,5000.0,17.0
Animalia,Mammalia,Flat-headed cat,6750.0,14.0
Animalia,Mammalia,Rusty-spotted cat,1350.0,17.9
Animalia,Mammalia,Fishing cat,10650.0,17.2
Animalia,Mammalia,African golden cat,10650.0,21.0
Animalia,Mammalia,Cougar,63000.0,27.0
Animalia,Mammalia,Jaguarundi,7000.0,18.6
Animalia,Mammalia,Snow leopard,50000.0,21.2
Animalia,Mammalia,Marsh mongoose,3300.0,20.8
Animalia,Mammalia,Black-footed mongoose,2000.0,15.8
Animalia,Mammalia,Long-nosed cusimanse,790.0,13.3
Animalia,Mammalia,Yellow mongoose,598.5,15.2
Animalia,Mammalia,Cape gray mongoose,650.0,11.7
Animalia,Mammalia,Slender mongoose,500.0,12.6
